"Date","Price","Open","High","Low","Vol.","Change %"
"09/04/2015","7,200.11","7,380.92","7,403.53","7,131.58","433.19M","-1.99%"
"09/02/2015","7,346.38","7,434.81","7,526.58","7,179.81","446.31M","-2.74%"
"09/01/2015","7,553.03","7,912.18","7,912.18","7,519.60","391.88M","-3.26%"
"08/31/2015","7,807.67","7,900.16","7,900.16","7,662.63","479.85M","0.48%"
"08/28/2015","7,770.10","8,119.04","8,119.04","7,749.87","698.27M","1.44%"
"08/27/2015","7,659.96","7,597.18","7,720.99","7,475.32","751.40M","6.20%"
"08/26/2015","7,212.73","7,163.80","7,470.83","7,067.43","566.92M","0.74%"
"08/25/2015","7,159.54","7,184.17","7,371.66","6,874.76","728.42M","-1.83%"
"08/24/2015","7,292.87","7,434.79","7,513.57","7,133.67","798.13M","-6.04%"
"08/21/2015","7,761.76","7,818.06","7,864.25","7,694.88","536.73M","-2.90%"
"08/20/2015","7,993.63","8,208.75","8,243.38","7,902.04","477.52M","-3.44%"
"08/19/2015","8,278.53","8,368.72","8,417.19","8,227.63","345.39M","-1.09%"
"08/18/2015","8,369.63","8,566.37","8,617.55","8,360.80","295.09M","-1.36%"
"08/17/2015","8,484.76","8,537.36","8,558.23","8,424.17","242.55M","-1.51%"
"08/14/2015","8,614.75","8,753.70","8,754.91","8,565.92","257.66M","-1.32%"
"08/13/2015","8,729.63","8,638.89","8,799.01","8,636.36","351.34M","1.32%"
"08/12/2015","8,615.85","8,573.68","8,666.86","8,495.75","392.27M","-0.69%"
"08/11/2015","8,675.61","8,651.82","8,819.42","8,645.02","448.71M","1.56%"
"08/10/2015","8,542.17","8,500.22","8,578.72","8,381.78","365.46M","-0.01%"
"08/07/2015","8,543.09","8,513.49","8,647.80","8,504.81","282.73M","1.01%"
"08/06/2015","8,457.86","8,567.29","8,567.29","8,441.94","285.26M","-1.22%"
"08/05/2015","8,562.44","8,475.94","8,610.53","8,464.13","239.91M","1.03%"
"08/04/2015","8,475.28","8,433.29","8,534.46","8,414.54","318.67M","-0.63%"
"08/03/2015","8,528.93","8,611.18","8,611.18","8,461.19","312.53M","-1.79%"
"07/31/2015","8,684.69","8,776.85","8,789.54","8,623.54","297.13M","-0.62%"
"07/30/2015","8,738.44","8,864.03","8,871.72","8,713.96","301.86M","-0.18%"
"07/29/2015","8,754.29","8,675.81","8,795.81","8,675.81","336.68M","1.69%"
"07/28/2015","8,608.99","8,497.00","8,862.56","8,455.42","502.62M","1.43%"
"07/27/2015","8,487.61","8,838.65","8,838.65","8,451.46","578.73M","-4.74%"
"07/24/2015","8,910.32","8,925.65","8,971.94","8,878.78","327.37M","-0.97%"
"07/23/2015","8,997.48","8,959.63","9,022.60","8,949.33","231.36M","0.04%"
"07/22/2015","8,993.81","8,971.89","9,014.61","8,938.22","278.04M","-0.71%"
"07/21/2015","9,058.24","9,036.37","9,096.52","9,006.24","315.05M","-0.27%"
"07/20/2015","9,083.02","9,179.54","9,179.54","9,036.25","304.28M","-0.75%"
"07/17/2015","9,151.74","9,111.29","9,215.82","9,111.29","377.28M","0.41%"
"07/16/2015","9,114.68","9,069.29","9,120.23","9,017.85","321.13M","0.06%"
"07/15/2015","9,109.37","9,084.18","9,180.92","9,022.52","415.46M","0.18%"
